 31,27,27,"US Army Engineer District, Kansas City","CENWK",2001,8265,-94.5864679997977,39.0995950004099,,
 32,28,28,"US Army Engineer District, Omaha","CENWO",2001,8265,-95.9359799997765,41.2596340004097,,
 27,29,29,"US Army Engineer District, Portland","CENWP",2001,8265,-122.672349000306,45.5201520003155,,
 28,30,30,"US Army Engineer District, Seattle","CENWS",2001,8265,-122.339541999763,47.5609429996206,,
 29,31,31,"US Army Engineer District, Walla Walla","CENWW",2001,8265,-118.342159999884,46.0676750001021,,
 33,32,32,"US Army Engineer Division, Pacific Ocean","CEPOD",2001,8265,-157.889692000385,21.3393359998574,,
 34,33,33,"US Army Engineer District, Alaska","CEPOA",2001,8265,-149.846757999681,61.228445999784,,
 35,34,34,"US Army Engineer District, Honolulu","CEPOH",2001,8265,-157.889692000385,21.3392999999959,,
 36,35,35,"US Army Engineer Division, South Atlantic","CESAD",2001,8265,-84.3928950000036,33.7533229995577,,
 37,36,36,"US Army Engineer District, Charleston","CESAC",2001,8265,-79.95744399994,32.7940419997394,,
 38,37,37,"US Army Engineer District, Jacksonville","CESAJ",2001,8265,-81.6606230001507,30.318403000399,,
